0.00	0.00000	0.00000
0.00	0.00048	0.00000
0.00	0.00096	0.00000
0.00	0.00144	0.00000
0.00	0.00192	0.00000
0.00	0.00240	0.00000
0.00	0.00288	0.00000
0.00	0.00336	0.00000
0.00	0.00384	0.00000
0.00	0.00432	0.00000
0.00	0.00480	0.00000
0.00	0.00528	0.00000
0.00	0.00576	0.00000
0.00	0.00624	0.00000
0.00	0.00672	0.00000
0.00	0.00720	0.00000
0.00	0.00768	0.00000
0.00	0.00816	0.00000
0.00	0.00864	0.00000
0.00	0.00912	0.00000
0.00	0.00960	0.00000
0.00	0.01008	0.00000
0.00	0.01056	0.00000
0.00	0.01104	0.00000
0.00	0.01152	0.00000
0.00	0.01200	0.00000
0.00	0.01248	0.00000
0.00	0.01296	0.00000
0.00	0.01344	0.00000
0.00	0.01392	0.00000
0.00	0.01440	0.00000
0.00	0.01488	0.00000
0.00	0.01536	0.00000
0.00	0.01584	0.00000
0.00	0.01632	0.00000
0.00	0.01680	0.00000
0.00	0.01728	0.00000
0.00	0.01776	0.00000
0.00	0.01824	0.00000
0.00	0.01872	0.00000
0.00	0.01920	0.00000
0.00	0.01968	0.00000
0.00	0.02016	0.00000
0.00	0.02064	0.00000
0.00	0.02112	0.00000
0.00	0.02160	0.00000
0.00	0.02208	0.00000
0.00	0.02256	0.00000
0.00	0.02304	0.00000
0.00	0.02352	0.00000
0.00	0.02400	0.00000
0.00	0.02448	0.00000
0.00	0.02496	0.00000
0.00	0.02544	0.00000
0.00	0.02592	0.00000
0.00	0.02640	0.00000
0.00	0.02688	0.00000
0.00	0.02736	0.00000
0.00	0.02784	0.00000
0.00	0.02832	0.00000
0.00	0.02880	0.00000
0.00	0.02928	0.00000
0.00	0.02976	0.00000
0.00	0.03024	0.00000
0.00	0.03072	0.00000
0.00	0.03120	0.00000
0.00	0.03168	0.00000
0.00	0.03216	0.00000
0.00	0.03264	0.00000
0.00	0.03312	0.00000
0.00	0.03360	0.00000
0.00	0.03408	0.00000
0.00	0.03456	0.00000
0.00	0.03504	0.00000
0.00	0.03552	0.00000
0.00	0.03600	0.00000
0.00	0.03648	0.00000
0.00	0.03696	0.00000
0.00	0.03744	0.00000
0.00	0.03792	0.00000
0.00	0.03840	0.00000
0.00	0.03888	0.00000
0.00	0.03936	0.00000
0.00	0.03984	0.00000
0.00	0.04032	0.00000
0.00	0.04080	0.00000
0.00	0.04128	0.00000
0.00	0.04176	0.00000
0.00	0.04224	0.00000
